job_id,title,company_size,industry,city,province,work_type,experience_level,salary_cad,skills_required,degree_req,posted_date,source
CA-0262,Business Intelligence Analyst,Mid (50-500),Technology,Montreal,Quebec,Remote,Entry Level (0-2 yrs),86000,Excel; Python; SQL Server,Not Specified,2024-01-10,Indeed
CA-0263,Senior Data Analyst,Large (500+),Technology,Montreal,Quebec,On-site,Senior Level (5+ yrs),99000,Excel; SQL Server; DAX,Bachelors Required,2024-12-08,LinkedIn
CA-0264,Data Analyst,Mid (50-500),Government,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),84000,SQL; Power BI; Azure; Looker,Bachelors Required,2024-11-25,Indeed
CA-0265,Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),71000,SQL; Excel; Python; Tableau; SQL Server; Azure; R; Power Query,Bachelors Preferred,2024-01-13,LinkedIn
CA-0266,Business Analyst,Mid (50-500),Healthcare,Victoria,British Columbia,Remote,Senior Level (5+ yrs),66000,SQL; Excel; Python; Azure; DAX; Power Query,Bachelors Preferred,2024-05-15,LinkedIn
CA-0267,Business Intelligence Analyst,Large (500+),Government,Victoria,British Columbia,Remote,Mid Level (2-5 yrs),74000,SQL; Excel; Python; Power BI; SQL Server; Looker; DAX,Bachelors Required,2024-04-16,Job Bank
CA-0268,Business Intelligence Analyst,Large (500+),Manufacturing,Winnipeg,Manitoba,Remote,Senior Level (5+ yrs),84000,SQL; Excel; Power BI,Bachelors Required,2023-11-25,Indeed
CA-0269,Business Intelligence Analyst,Mid (50-500),Government,Toronto,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Python; Power BI; Databricks; Snowflake,Bachelors Required,2025-01-03,Job Bank
CA-0270,Junior Data Analyst,Large (500+),Technology,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),69000,SQL; Excel; Python; Tableau,Masters Preferred,2024-09-19,Job Bank
CA-0271,Data Analyst,Small (<50),Healthcare,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),79000,SQL; Excel; Python; R; Git,Bachelors Required,2024-02-05,Indeed
CA-0272,Business Intelligence Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),93000,SQL; Python; Tableau; Azure; Power Query,Bachelors Preferred,2024-10-05,Job Bank
CA-0273,Business Analyst,Small (<50),Telecommunications,Winnipeg,Manitoba,On-site,Entry Level (0-2 yrs),72000,Excel; Azure; Git; Spark; Power Query,Not Specified,2025-02-17,Indeed
CA-0274,Senior Data Analyst,Large (500+),Technology,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),103000,SQL; Python; Tableau; Azure; Jira; Power Query,Bachelors Preferred,2025-01-12,Job Bank
CA-0275,Business Analyst,Large (500+),Consulting,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),83000,SQL; Excel; Tableau; Git; DAX; Power Query; Databricks,Bachelors Required,2024-04-17,Indeed
CA-0276,Data Analyst,Large (500+),Financial Services,Montreal,Quebec,Remote,Senior Level (5+ yrs),76000,SQL; Python; Power BI; R; Jira,Bachelors Required,2024-01-03,LinkedIn
CA-0277,Data Analyst,Large (500+),Financial Services,Victoria,British Columbia,Hybrid,Mid Level (2-5 yrs),81000,Python; Power BI; Tableau,Bachelors Preferred,2024-01-23,LinkedIn
CA-0278,Data Analyst,Large (500+),Manufacturing,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),73000,SQL; Excel; Python; SQL Server; Jira,Not Specified,2024-10-03,Indeed
CA-0279,Senior Data Analyst,Mid (50-500),Healthcare,Ottawa,Ontario,Remote,Senior Level (5+ yrs),95000,SQL; Excel; Python; Power BI; R; Jira; Power Query; Snowflake,Bachelors Required,2023-11-03,Job Bank
CA-0280,Business Intelligence Analyst,Large (500+),Consulting,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),,SQL; Excel; Python; Tableau; SQL Server,Masters Preferred,2025-03-23,Job Bank
CA-0281,Business Intelligence Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Power BI; Tableau,Bachelors Required,2024-11-10,Indeed
CA-0282,Data Analyst,Mid (50-500),Energy,Waterloo,Ontario,Hybrid,Senior Level (5+ yrs),83000,SQL; Excel; Python; Azure; DAX,Bachelors Required,2024-06-16,Glassdoor
CA-0283,Senior Data Analyst,Large (500+),Healthcare,Toronto,Ontario,On-site,Senior Level (5+ yrs),104000,SQL; Excel; Python; Power BI; Tableau,Bachelors Preferred,2023-11-05,Job Bank
CA-0284,Data Analyst,Mid (50-500),Energy,Ottawa,Ontario,Remote,Senior Level (5+ yrs),79000,SQL; Excel; Python; Power BI; Tableau; SQL Server; R; Jira,Bachelors Required,2024-01-14,Indeed
CA-0285,Business Analyst,Mid (50-500),Telecommunications,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),84000,SQL; Excel; Power BI; Tableau; SQL Server; R; Git; Spark; DAX,Bachelors Required,2024-03-24,Indeed
CA-0286,Senior Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),110000,SQL; Python; Power BI; Azure,Bachelors Required,2024-09-26,LinkedIn
CA-0287,Senior Data Analyst,Small (<50),Financial Services,Halifax,Nova Scotia,Hybrid,Entry Level (0-2 yrs),92000,Excel; Python; Tableau; Git; Power Query,Bachelors Preferred,2024-03-05,Job Bank
CA-0288,Business Intelligence Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Mid Level (2-5 yrs),95000,SQL; Excel; Python; Git; Looker; Snowflake,Bachelors Required,2023-12-19,LinkedIn
CA-0289,Business Intelligence Analyst,Small (<50),Energy,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),90000,SQL; Excel; Power BI; Azure; Git; Looker; DAX; Power Query,Bachelors Required,2024-01-01,LinkedIn
CA-0290,Business Intelligence Analyst,Mid (50-500),Telecommunications,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),79000,SQL; Excel; Tableau; SQL Server,Not Specified,2024-08-21,Indeed
CA-0291,HR Data Analyst,Mid (50-500),Healthcare,Edmonton,Alberta,Hybrid,Mid Level (2-5 yrs),58000,SQL; Excel; Python; Tableau; SQL Server; Git,Bachelors Required,2024-07-10,Indeed
CA-0292,Financial Data Analyst,Mid (50-500),Healthcare,Winnipeg,Manitoba,On-site,Mid Level (2-5 yrs),,SQL; Python; Tableau; SQL Server; R,Masters Preferred,2024-01-18,LinkedIn
CA-0293,Data Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),80000,SQL; Excel; Power BI; SQL Server,Bachelors Required,2024-07-28,Company Website
CA-0294,HR Data Analyst,Small (<50),Consulting,Toronto,Ontario,Remote,Mid Level (2-5 yrs),63000,SQL; Python; Power BI; SQL Server,Not Specified,2024-07-11,LinkedIn
CA-0295,Business Analyst,Small (<50),Technology,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),84000,SQL; Python; Power BI; SQL Server; Git; DAX,Bachelors Required,2025-01-30,Indeed
CA-0296,Data Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),70000,SQL; Python; Power BI; Tableau,Bachelors Required,2024-04-28,LinkedIn
CA-0297,HR Data Analyst,Mid (50-500),Retail & E-Commerce,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),75000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2024-09-07,Company Website
CA-0298,Marketing Data Analyst,Mid (50-500),Energy,Montreal,Quebec,On-site,Senior Level (5+ yrs),65000,SQL; Excel; Tableau,Bachelors Required,2024-03-11,Indeed
CA-0299,Data Analyst II,Small (<50),Telecommunications,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),89000,SQL; Python; Power BI; SQL Server; Azure; Power Query,Bachelors Preferred,2024-12-09,LinkedIn
CA-0300,Business Analyst,Mid (50-500),Healthcare,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),71000,SQL; Excel; Python; SQL Server; Jira; Looker,Bachelors Preferred,2023-10-17,Glassdoor
CA-0301,Business Analyst,Mid (50-500),Financial Services,Saskatoon,Saskatchewan,Remote,Mid Level (2-5 yrs),65000,SQL; Power BI; Azure; R,Bachelors Required,2024-12-26,Indeed
CA-0302,Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),79000,SQL; Excel; Power BI; Tableau; DAX; Power Query,Masters Preferred,2023-11-04,Indeed
CA-0303,Financial Data Analyst,Small (<50),Technology,Toronto,Ontario,On-site,Senior Level (5+ yrs),90000,SQL; Excel; Power BI; SQL Server; R; Jira,Bachelors Preferred,2024-05-23,LinkedIn
CA-0304,Business Analyst,Large (500+),Financial Services,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),68000,SQL; Python; Tableau; SQL Server; Azure; DAX,Bachelors Preferred,2024-07-04,LinkedIn
CA-0305,Data Analyst II,Large (500+),Healthcare,Saskatoon,Saskatchewan,Hybrid,Senior Level (5+ yrs),72000,SQL; Excel; Azure; R; Jira,Bachelors Preferred,2025-01-01,LinkedIn
CA-0306,Business Analyst,Large (500+),Technology,Victoria,British Columbia,Hybrid,Senior Level (5+ yrs),84000,SQL; Excel; Python; Power BI,Bachelors Preferred,2024-08-01,Job Bank
CA-0307,Data Analyst,Small (<50),Government,Toronto,Ontario,On-site,Entry Level (0-2 yrs),91000,SQL; Excel; Power BI; Tableau,Bachelors Required,2024-10-30,Indeed
CA-0308,Data Analyst,Large (500+),Financial Services,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),87000,SQL; Excel; Power BI; Tableau; SQL Server; Jira,Not Specified,2024-02-18,LinkedIn
CA-0309,HR Data Analyst,Large (500+),Technology,Toronto,Ontario,Remote,Entry Level (0-2 yrs),67000,Excel; Python; Power BI; Tableau; SQL Server; Power Query,Not Specified,2025-02-05,Indeed
CA-0310,Data Analyst,Mid (50-500),Healthcare,Mississauga,Ontario,On-site,Mid Level (2-5 yrs),74000,SQL; Excel; Power BI; Git,Masters Preferred,2024-09-25,Indeed
CA-0311,Data Analyst II,Large (500+),Healthcare,Montreal,Quebec,Remote,Mid Level (2-5 yrs),83000,SQL; Excel; Python; SQL Server; R; Looker; Power Query; Snowflake,Masters Preferred,2024-07-19,Indeed
CA-0312,Operations Analyst,Large (500+),Technology,Calgary,Alberta,On-site,Senior Level (5+ yrs),70000,SQL; Excel; Python; SQL Server; R; DAX; Power Query,Bachelors Required,2024-07-18,LinkedIn
CA-0313,Data Analyst II,Large (500+),Technology,Ottawa,Ontario,Remote,Entry Level (0-2 yrs),88000,SQL; Excel; Python; Tableau; Spark,Bachelors Required,2024-08-16,Indeed
CA-0314,Data Analyst,Small (<50),Financial Services,Halifax,Nova Scotia,Hybrid,Entry Level (0-2 yrs),68000,SQL; Excel; Python; Power BI; R; Jira; Power Query,Masters Preferred,2023-10-07,LinkedIn
CA-0315,Data Analyst,Mid (50-500),Consulting,Toronto,Ontario,On-site,Senior Level (5+ yrs),89000,SQL; Excel; Power BI; Tableau; DAX,Bachelors Preferred,2025-02-19,Glassdoor
CA-0316,Data Analyst II,Mid (50-500),Retail & E-Commerce,Mississauga,Ontario,On-site,Mid Level (2-5 yrs),,SQL; Python; Power BI; Git,Not Specified,2024-06-20,LinkedIn
CA-0317,Operations Analyst,Large (500+),Financial Services,Halifax,Nova Scotia,On-site,Mid Level (2-5 yrs),65000,Excel; Python; Tableau; SQL Server; R; Jira; Snowflake,Bachelors Required,2024-12-03,Company Website
CA-0318,HR Data Analyst,Large (500+),Energy,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),79000,SQL; Excel; Python; Power BI; SQL Server; Azure; Git; DAX,Bachelors Preferred,2024-08-26,Glassdoor
CA-0319,Data Analyst,Large (500+),Retail & E-Commerce,Calgary,Alberta,Remote,Mid Level (2-5 yrs),81000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2024-08-04,Indeed
CA-0320,Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Remote,Mid Level (2-5 yrs),88000,SQL; Excel; Python; Power BI; Jira,Masters Preferred,2024-02-03,Indeed
CA-0321,Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),80000,SQL; Excel; Python; Power BI,Masters Preferred,2024-10-16,Indeed
CA-0322,Senior Data Analyst,Mid (50-500),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),113000,SQL; Excel; Python; Power BI; Jira; DAX,Bachelors Required,2023-11-04,LinkedIn
CA-0323,Data Analyst,Large (500+),Consulting,Toronto,Ontario,On-site,Senior Level (5+ yrs),81000,SQL; Excel; Python; Tableau; SQL Server; Git,Not Specified,2025-01-07,Indeed
CA-0324,Senior Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),110000,SQL; Excel; Python; Tableau; SQL Server,Not Specified,2024-09-20,Indeed
CA-0325,Business Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,On-site,Senior Level (5+ yrs),71000,SQL; Python; Power BI; Tableau; Jira; Git,Bachelors Required,2024-12-23,Job Bank
CA-0326,Data Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),,SQL; Power BI; Tableau; SQL Server; DAX,Not Specified,2023-12-02,Indeed
CA-0327,Data Analyst,Small (<50),Technology,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),80000,SQL; Excel; Python; Spark; Looker,Bachelors Required,2024-08-25,LinkedIn
CA-0328,Business Intelligence Analyst,Mid (50-500),Technology,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),87000,SQL; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-08-10,Job Bank
CA-0329,Business Analyst,Small (<50),Technology,Toronto,Ontario,Remote,Mid Level (2-5 yrs),80000,Excel; Python; Power BI; Tableau; Azure; Jira,Bachelors Preferred,2024-07-19,LinkedIn
CA-0330,HR Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,Remote,Mid Level (2-5 yrs),82000,SQL; Excel; R; Git,Bachelors Required,2024-05-25,LinkedIn
CA-0331,HR Data Analyst,Small (<50),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),79000,SQL; Python; Power BI; Azure; Git; Snowflake,Bachelors Preferred,2024-06-07,Company Website
CA-0332,Data Analyst,Large (500+),Telecommunications,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),86000,SQL; DAX,Bachelors Required,2024-10-14,Job Bank
CA-0333,Data Analyst,Mid (50-500),Energy,Montreal,Quebec,Remote,Mid Level (2-5 yrs),,SQL; Excel; Tableau; Azure; Git; Power Query,Not Specified,2024-08-15,Indeed
CA-0334,Data Analyst,Large (500+),Healthcare,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),82000,Excel; Python; Power BI; SQL Server; Azure,Bachelors Required,2023-11-10,Indeed
CA-0335,Data Analyst II,Large (500+),Technology,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),75000,SQL; Excel; Python; Tableau; SQL Server,Masters Preferred,2024-02-13,Indeed
CA-0336,Data Analyst,Mid (50-500),Healthcare,Montreal,Quebec,Remote,Mid Level (2-5 yrs),70000,SQL; Excel; Python; Power BI; Jira; DAX; Power Query,Masters Preferred,2023-11-16,Glassdoor
CA-0337,HR Data Analyst,Mid (50-500),Manufacturing,Saskatoon,Saskatchewan,Hybrid,Entry Level (0-2 yrs),53000,SQL; Python; Power BI; Tableau; SQL Server; Azure; DAX,Masters Preferred,2025-01-05,Indeed
CA-0338,Data Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),82000,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Required,2024-12-17,LinkedIn
CA-0339,Data Analyst,Small (<50),Healthcare,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),88000,SQL; Excel; Python; Power BI; SQL Server,Bachelors Required,2024-02-03,LinkedIn
CA-0340,Business Intelligence Analyst,Large (500+),Financial Services,Halifax,Nova Scotia,On-site,Mid Level (2-5 yrs),73000,SQL; Python; Git,Bachelors Preferred,2024-06-12,Job Bank
CA-0341,Financial Data Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Spark; Looker; Power Query,Bachelors Required,2025-01-16,Indeed
CA-0342,Data Analyst,Large (500+),Healthcare,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),75000,SQL; Excel; Python; Tableau; Jira,Not Specified,2024-06-24,LinkedIn
CA-0343,Data Analyst II,Mid (50-500),Healthcare,Mississauga,Ontario,On-site,Mid Level (2-5 yrs),81000,SQL; Excel; Power BI; Tableau; SQL Server; DAX,Masters Preferred,2025-01-03,Glassdoor
CA-0344,Business Analyst,Small (<50),Government,Toronto,Ontario,On-site,Entry Level (0-2 yrs),,Excel; Python; Power BI; Tableau,Bachelors Required,2024-08-14,Indeed
CA-0345,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),63000,SQL; Excel; Python; Power BI; Tableau; R; Git,Bachelors Required,2024-02-27,LinkedIn
CA-0346,Junior Data Analyst,Large (500+),Telecommunications,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),63000,SQL; Python; Power BI; Tableau; SQL Server,Masters Preferred,2024-03-05,Company Website
CA-0347,Business Intelligence Analyst,Mid (50-500),Retail & E-Commerce,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),102000,SQL; Python; Git; DAX,Bachelors Preferred,2024-04-12,LinkedIn
CA-0348,Junior Data Analyst,Small (<50),Consulting,Regina,Saskatchewan,On-site,Senior Level (5+ yrs),59000,Excel; Power BI; SQL Server; Azure; Power Query; Databricks,Masters Preferred,2024-08-28,Indeed
CA-0349,Data Analyst,Small (<50),Government,Ottawa,Ontario,Remote,Senior Level (5+ yrs),83000,SQL; Excel; Power BI; Tableau; SQL Server,Bachelors Required,2024-12-30,LinkedIn
CA-0350,Business Analyst,Small (<50),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; R; Git,Masters Preferred,2024-11-12,Indeed
CA-0351,Data Analyst,Small (<50),Financial Services,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),69000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2023-10-11,Indeed
CA-0352,HR Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),68000,SQL; Excel; Jira; Spark,Bachelors Required,2023-11-02,Indeed
CA-0353,Operations Analyst,Large (500+),Consulting,Calgary,Alberta,Remote,Senior Level (5+ yrs),69000,SQL; Excel; Tableau; Azure; Looker,Bachelors Preferred,2023-12-09,LinkedIn
CA-0354,Senior Data Analyst,Large (500+),Technology,Mississauga,Ontario,Hybrid,Mid Level (2-5 yrs),99000,SQL; Excel; Python; Power BI; Azure,Masters Preferred,2024-04-12,Company Website
CA-0355,Financial Data Analyst,Small (<50),Technology,Toronto,Ontario,Remote,Mid Level (2-5 yrs),81000,SQL; Excel; Power BI; SQL Server,Masters Preferred,2025-02-10,Company Website
CA-0356,Data Analyst,Mid (50-500),Retail & E-Commerce,Vancouver,British Columbia,On-site,Senior Level (5+ yrs),76000,Excel; Power Query; Databricks,Bachelors Preferred,2025-03-08,Indeed
CA-0357,Business Intelligence Analyst,Large (500+),Retail & E-Commerce,Waterloo,Ontario,Hybrid,Entry Level (0-2 yrs),85000,SQL; Python; SQL Server; Azure; Jira; Spark,Bachelors Preferred,2023-10-08,Indeed
CA-0358,Junior Data Analyst,Large (500+),Consulting,Calgary,Alberta,On-site,Senior Level (5+ yrs),69000,SQL; Excel; Power BI; Git; Spark; Looker; Databricks,Bachelors Required,2024-05-18,Glassdoor
CA-0359,Data Analyst,Large (500+),Financial Services,Mississauga,Ontario,On-site,Mid Level (2-5 yrs),67000,SQL; Excel; Jira; Git; Power Query,Bachelors Preferred,2025-03-19,LinkedIn
CA-0360,Business Analyst,Large (500+),Financial Services,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),81000,SQL; Excel; Python; SQL Server; DAX,Bachelors Preferred,2024-05-23,LinkedIn
CA-0361,Senior Data Analyst,Mid (50-500),Retail & E-Commerce,Calgary,Alberta,Hybrid,Entry Level (0-2 yrs),108000,SQL; Azure; Jira; Power Query; Databricks,Bachelors Preferred,2024-05-14,LinkedIn
CA-0362,Business Intelligence Analyst,Small (<50),Government,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),79000,SQL; Python; Tableau; DAX; Snowflake,Bachelors Preferred,2024-11-18,Indeed
CA-0363,Business Analyst,Small (<50),Technology,Edmonton,Alberta,On-site,Senior Level (5+ yrs),,SQL; Python; Tableau,Bachelors Preferred,2023-10-08,Job Bank
CA-0364,Junior Data Analyst,Mid (50-500),Retail & E-Commerce,Toronto,Ontario,Remote,Mid Level (2-5 yrs),65000,SQL; Excel; Power BI; Git; Power Query,Bachelors Required,2024-04-29,Job Bank
CA-0365,Business Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),86000,SQL; Excel; Tableau; Jira,Bachelors Required,2024-09-29,LinkedIn
CA-0366,Financial Data Analyst,Mid (50-500),Financial Services,Edmonton,Alberta,On-site,Entry Level (0-2 yrs),,SQL; Power BI; Tableau; SQL Server; R,Bachelors Required,2023-11-03,LinkedIn
CA-0367,Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),90000,SQL; Excel; Python; Power BI; Tableau; Azure; Jira,Masters Preferred,2024-03-21,Job Bank
CA-0368,Data Analyst,Mid (50-500),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),73000,SQL; Excel; Python; Azure; Git; Power Query,Bachelors Required,2025-01-07,Job Bank
CA-0369,Operations Analyst,Mid (50-500),Manufacturing,Calgary,Alberta,Remote,Senior Level (5+ yrs),63000,SQL; Excel; SQL Server; Git; DAX; Power Query,Bachelors Required,2024-06-27,Indeed
CA-0370,Data Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Tableau; SQL Server; Git,Bachelors Required,2025-03-05,LinkedIn
CA-0371,Data Analyst II,Large (500+),Consulting,Toronto,Ontario,Remote,Mid Level (2-5 yrs),86000,SQL; Excel; Power BI; Tableau; Azure; R,Not Specified,2024-06-16,Company Website
CA-0372,Data Analyst,Small (<50),Retail & E-Commerce,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),82000,SQL; Excel; Tableau; Azure; Power Query,Bachelors Required,2024-05-30,Job Bank
CA-0373,Business Intelligence Analyst,Large (500+),Retail & E-Commerce,Calgary,Alberta,Remote,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; SQL Server; Azure; Jira; Git; Power Query,Bachelors Required,2024-07-06,Job Bank
CA-0374,Business Analyst,Mid (50-500),Technology,Saskatoon,Saskatchewan,Hybrid,Mid Level (2-5 yrs),66000,SQL; Excel; Tableau; Azure; R; Git,Masters Preferred,2024-02-26,Indeed
CA-0375,Data Analyst,Large (500+),Financial Services,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),74000,SQL; Excel; Power BI; Tableau; Power Query; Snowflake,Bachelors Preferred,2024-06-06,Indeed
CA-0376,Business Intelligence Analyst,Mid (50-500),Healthcare,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),88000,SQL; Excel; Python; Power BI,Masters Preferred,2025-01-10,Indeed
CA-0377,Business Intelligence Analyst,Large (500+),Healthcare,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),,SQL; Python; SQL Server; Jira; Looker; Power Query,Not Specified,2025-01-12,Indeed
CA-0378,HR Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),81000,SQL; Excel; Spark,Masters Preferred,2024-04-22,Indeed
CA-0379,Senior Data Analyst,Large (500+),Energy,Toronto,Ontario,Remote,Senior Level (5+ yrs),116000,SQL; Excel; Python; Tableau; SQL Server; R; Git,Bachelors Preferred,2024-03-05,LinkedIn
CA-0380,Operations Analyst,Mid (50-500),Manufacturing,Montreal,Quebec,Remote,Senior Level (5+ yrs),69000,SQL; Excel; Power BI; DAX; Snowflake,Bachelors Required,2024-06-13,Indeed
CA-0381,Data Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),70000,SQL; Excel; Python; Power BI; SQL Server; R; Jira,Bachelors Required,2023-12-15,Glassdoor
CA-0382,Marketing Data Analyst,Small (<50),Financial Services,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),67000,SQL; Excel; Python; Power BI; Tableau; Git; DAX; Power Query,Bachelors Required,2024-07-03,LinkedIn
CA-0383,Business Analyst,Large (500+),Government,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),,SQL; Excel; Azure; R; DAX,Bachelors Required,2023-12-18,Company Website
CA-0384,Data Analyst,Mid (50-500),Healthcare,Toronto,Ontario,On-site,Entry Level (0-2 yrs),89000,SQL; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2025-01-07,Company Website
CA-0385,Business Analyst,Mid (50-500),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),88000,SQL; Excel; Python; Azure; R,Bachelors Preferred,2025-02-20,LinkedIn
CA-0386,Data Analyst,Mid (50-500),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),80000,SQL; Excel; Power BI; Tableau; SQL Server; Jira,Bachelors Required,2024-01-30,LinkedIn
CA-0387,Operations Analyst,Small (<50),Telecommunications,Regina,Saskatchewan,Remote,Senior Level (5+ yrs),70000,SQL; Excel; Power BI; Tableau; Jira; DAX,Bachelors Required,2024-08-28,Indeed
CA-0388,Data Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),81000,SQL; Excel; Python; Power BI; Azure; Git; Spark; DAX; Power Query,Bachelors Required,2024-10-19,Job Bank
CA-0389,Operations Analyst,Small (<50),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Power BI; Jira; Git; DAX,Bachelors Required,2024-08-04,Indeed
CA-0390,Data Analyst,Mid (50-500),Consulting,Halifax,Nova Scotia,Hybrid,Senior Level (5+ yrs),73000,SQL; Excel; SQL Server; R,Bachelors Required,2024-05-07,LinkedIn
CA-0391,Senior Data Analyst,Mid (50-500),Retail & E-Commerce,Winnipeg,Manitoba,On-site,Entry Level (0-2 yrs),82000,Excel; Python; Tableau; Power Query,Not Specified,2024-10-29,Glassdoor
CA-0392,Senior Data Analyst,Large (500+),Retail & E-Commerce,Winnipeg,Manitoba,On-site,Senior Level (5+ yrs),102000,Excel; Python; Tableau; Azure; Git,Masters Preferred,2025-03-05,LinkedIn
CA-0393,Data Analyst,Large (500+),Financial Services,Calgary,Alberta,Hybrid,Entry Level (0-2 yrs),,SQL; Excel; Python; Tableau; Azure; Jira; Power Query,Bachelors Preferred,2024-11-23,Indeed
CA-0394,Senior Data Analyst,Mid (50-500),Technology,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),100000,SQL; Excel; Tableau,Bachelors Required,2024-11-11,Glassdoor
CA-0395,Operations Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),72000,SQL; Excel; Power BI; SQL Server; R,Bachelors Preferred,2024-03-16,Job Bank
CA-0396,Data Analyst,Mid (50-500),Financial Services,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),72000,Excel; Python; Power BI; R; Power Query; Snowflake,Bachelors Required,2024-11-06,LinkedIn
